departamento,codigodanedepartamento,municipio,codigodanemunicipio,tipoarea,sitio,ano,mes,rangoedad,grupoetnico,condicion,estado,genero,latitudcabecera,longitudcabecera,tipoevento,Ubicación,Actividad
GUAVIARE,95,EL RETORNO,"95,025",Rural,VEREDA LA LINDOSA,"2,017",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.22527777777778,-72.0766666666667,Accidente por MAP,"(2.22527777777778, -72.0766666666667)",Fuerza pública
GUAVIARE,95,EL RETORNO,"95,025",Rural,VEREDA LA LINDOSA,"2,017",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.22527777777778,-72.0766666666667,Accidente por MAP,"(2.22527777777778, -72.0766666666667)",Fuerza pública
GUAVIARE,95,EL RETORNO,"95,025",Rural,VEREDA LA LINDOSA,"2,017",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.22527777777778,-72.0766666666667,Accidente por MAP,"(2.22527777777778, -72.0766666666667)",Fuerza pública
GUAVIARE,95,EL RETORNO,"95,025",Rural,VEREDA LA LINDOSA,"2,017",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.22527777777778,-72.0766666666667,Accidente por MAP,"(2.22527777777778, -72.0766666666667)",Fuerza pública
ANTIOQUIA,5,ANORÍ,"5,040",Rural,Sin Información,"2,017",1,Mayor de 18 años,no,Civil,Herido,Masculino,7.073333,-75.147222,Accidente por MAP,"(7.073333, -75.147222)",Agricultura
NORTE DE SANTANDER,54,HACARÍ,"54,344",Rural,VEREDA LA ESPERANZA,"2,017",10,Mayor de 18 años,no,Civil,Herido,Femenino,8.321825,-73.145699,Accidente por MAP,"(8.321825, -73.145699)","Pasando, estando cerca"
NORTE DE SANTANDER,54,HACARÍ,"54,344",Rural,VEREDA MESITAS,"2,017",10,Mayor de 18 años,no,Civil,Herido,Masculino,8.321825,-73.145699,Accidente por MAP,"(8.321825, -73.145699)",Sin Información
NORTE DE SANTANDER,54,HACARÍ,"54,344",Rural,VEREDA LA ESPERANZA,"2,017",10,Mayor de 18 años,no,Civil,Muerto,Masculino,8.321825,-73.145699,Accidente por MAP,"(8.321825, -73.145699)","Pasando, estando cerca"
NORTE DE SANTANDER,54,HACARÍ,"54,344",Rural,VEREDA LA ESPERANZA,"2,017",10,Menor de 18 años,no,Civil,Herido,Femenino,8.321825,-73.145699,Accidente por MAP,"(8.321825, -73.145699)","Pasando, estando cerca"
CAQUETA,18,SAN VICENTE DEL CAGUÁN,"18,753",Rural,VEREDA LA UNIÓN,"2,011",8,Mayor de 18 años,no,Civil,Herido,Masculino,7.883545,-75.670508,Accidente por MAP,"(7.883545, -75.670508)","Pasando, estando cerca"
CHOCO,27,UNGUÍA,"27,800",Rural,VEREDA QUEBRADA ARENAL,"2,017",11,Mayor de 18 años,no,Civil,Herido,Masculino,8.02946199345,-77.0995298944,Accidente por MAP,"(8.02946199345, -77.0995298944)","Pasando, estando cerca"
CAQUETA,18,SAN VICENTE DEL CAGUÁN,"18,753",Rural,VEREDA LA ESPERANZA,"2,017",11,Mayor de 18 años,Indigena,Civil,Herido,Masculino,2.12794539002,-74.7847134047,Accidente por MAP,"(2.12794539002, -74.7847134047)","Pasando, estando cerca"
TOLIMA,73,CHAPARRAL,"73,168",Rural,Sin Información,"2,012",9,Mayor de 18 años,no,Civil,Herido,Masculino,3.723381,-75.485633,Accidente por MAP,"(3.723381, -75.485633)",Sin Información
NARIÑO,52,TUMACO,"52,835",Rural,VEREDA EL VALLENATO,"2,017",12,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.335,-78.5791666666667,Accidente por MAP,"(1.335, -78.5791666666667)",Fuerza pública
NARIÑO,52,TUMACO,"52,835",Rural,VEREDA EL VALLENATO,"2,017",12,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.335,-78.5791666666667,Accidente por MAP,"(1.335, -78.5791666666667)",Fuerza pública
ANTIOQUIA,5,DABEIBA,"5,234",Rural,VEREDA EL TORO,"2,017",12,Mayor de 18 años,no,Civil,Herido,Masculino,7.06368256288,-76.2911177077,Accidente por MAP,"(7.06368256288, -76.2911177077)",Agricultura
CAUCA,19,TORIBÍO,"19,821",Rural,VEREDA LOS CHORROS,"2,017",12,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.04722222222222,-76.3419444444445,Accidente por MAP,"(3.04722222222222, -76.3419444444445)",Fuerza pública
CAUCA,19,TORIBÍO,"19,821",Rural,VEREDA LOS CHORROS,"2,017",12,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.04722222222222,-76.3419444444445,Accidente por MAP,"(3.04722222222222, -76.3419444444445)",Fuerza pública
NORTE DE SANTANDER,54,TIBÚ,"54,810",Rural,LA GABARRA,"2,018",1,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.99083333333333,-72.8983333333333,Accidente por MAP,"(8.99083333333333, -72.8983333333333)",Fuerza pública
GUAVIARE,95,EL RETORNO,"95,025",Rural,vereda Mesas de la Lindosa,"2,017",11,Mayor de 18 años,no,Civil,Herido,Masculino,2.330752,-72.62777,Accidente por MAP,"(2.330752, -72.62777)","Pasando, estando cerca"
NARIÑO,52,TUMACO,"52,835",Rural,vereda Chimbusa,"2,017",12,Mayor de 18 años,no,Civil,Herido,Masculino,1.793385843,-78.76393643,Accidente por MAP,"(1.793385843, -78.76393643)","Pasando, estando cerca"
NARIÑO,52,TUMACO,"52,835",Rural,vereda Chimbusa,"2,017",12,Mayor de 18 años,no,Civil,Herido,Masculino,1.793385843,-78.76393643,Accidente por MAP,"(1.793385843, -78.76393643)","Pasando, estando cerca"
BOLIVAR,13,SANTA ROSA DEL SUR,"13,688",Rural,Sin Información,"1,992",3,Mayor de 18 años,no,Civil,Herido,Masculino,10.445003,-75.369341,Accidente por MAP,"(10.445003, -75.369341)","Pasando, estando cerca"
TOLIMA,73,ROVIRA,"73,624",Rural,finca la Argentina,"2,010",2,Mayor de 18 años,no,Civil,Herido,Masculino,4.239385,-75.240629,Accidente por MAP,"(4.239385, -75.240629)","Pasando, estando cerca"
CAUCA,19,ARGELIA,"19,050",Rural,vereda Platino Cauca,"1,998",1,Mayor de 18 años,Indigena,Civil,Herido,Femenino,2.255802,-77.248947,Accidente por MAP,"(2.255802, -77.248947)","Pasando, estando cerca"
NARIÑO,52,BARBACOAS,"52,079",Rural,VEREDA BUENAVISTA,"2,018",2,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.48638888888889,-78.0777777777778,Accidente por MAP,"(1.48638888888889, -78.0777777777778)",Fuerza pública
NARIÑO,52,BARBACOAS,"52,079",Rural,VEREDA BUENAVISTA,"2,018",2,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.48638888888889,-78.0777777777778,Accidente por MAP,"(1.48638888888889, -78.0777777777778)",Fuerza pública
GUAVIARE,95,EL RETORNO,"95,025",Rural,Sin Información,"2,017",10,Mayor de 18 años,no,Civil,Herido,Masculino,2.330752,-72.62777,Accidente por MAP,"(2.330752, -72.62777)",Erradicador manual - PCI
GUAVIARE,95,EL RETORNO,"95,025",Rural,Sin Información,"2,017",10,Mayor de 18 años,no,Civil,Herido,Masculino,2.330752,-72.62777,Accidente por MAP,"(2.330752, -72.62777)",Erradicador manual - PCI
GUAVIARE,95,EL RETORNO,"95,025",Rural,Sin Información,"2,017",10,Mayor de 18 años,no,Civil,Herido,Masculino,2.330752,-72.62777,Accidente por MAP,"(2.330752, -72.62777)",Erradicador manual - PCI
GUAVIARE,95,EL RETORNO,"95,025",Rural,Sin Información,"2,018",2,Mayor de 18 años,no,Civil,Herido,Masculino,2.330752,-72.62777,Accidente por MAP,"(2.330752, -72.62777)",Erradicador manual - PCI
GUAVIARE,95,EL RETORNO,"95,025",Rural,Sin Información,"2,018",2,Mayor de 18 años,no,Civil,Herido,Masculino,2.330752,-72.62777,Accidente por MAP,"(2.330752, -72.62777)",Erradicador manual - PCI
GUAVIARE,95,EL RETORNO,"95,025",Rural,Sin Información,"2,018",2,Mayor de 18 años,no,Civil,Herido,Masculino,2.330752,-72.62777,Accidente por MAP,"(2.330752, -72.62777)",Erradicador manual - PCI
GUAVIARE,95,EL RETORNO,"95,025",Rural,Sin Información,"2,018",2,Mayor de 18 años,no,Civil,Herido,Masculino,2.330752,-72.62777,Accidente por MAP,"(2.330752, -72.62777)",Erradicador manual - PCI
GUAVIARE,95,EL RETORNO,"95,025",Rural,Sin Información,"2,018",2,Mayor de 18 años,no,Civil,Herido,Masculino,2.330752,-72.62777,Accidente por MAP,"(2.330752, -72.62777)",Erradicador manual - PCI
GUAVIARE,95,EL RETORNO,"95,025",Rural,Sin Información,"2,018",2,Mayor de 18 años,no,Civil,Herido,Masculino,2.330752,-72.62777,Accidente por MAP,"(2.330752, -72.62777)",Erradicador manual - PCI
GUAVIARE,95,EL RETORNO,"95,025",Rural,Sin Información,"2,018",2,Mayor de 18 años,no,Civil,Herido,Masculino,2.330752,-72.62777,Accidente por MAP,"(2.330752, -72.62777)",Erradicador manual - PCI
ARAUCA,81,TAME,"81,794",Rural,vereda Macaguancito,"2,018",2,Mayor de 18 años,no,Civil,Herido,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)","Caza, pesca"
CHOCO,27,RIOSUCIO,"27,615",Rural,vereda resguardo Jagual,"2,018",2,Menor de 18 años,Indigena,Civil,Herido,Masculino,7.437292,-77.111288,Accidente por MUSE,"(7.437292, -77.111288)",Manipulación
CORDOBA,23,TIERRALTA,"23,807",Rural,vereda Bocas de Cruz grande,"2,018",2,Mayor de 18 años,no,Civil,Herido,Masculino,8.181547,-76.052223,Accidente por MAP,"(8.181547, -76.052223)","Recogiendo comida, agua ó  madera"
ANTIOQUIA,5,ITUANGO,"5,361",Rural,vereda La Rica,"2,018",2,Mayor de 18 años,no,Civil,Herido,Masculino,7.171637,-75.764403,Accidente por MAP,"(7.171637, -75.764403)","Pasando, estando cerca"
ARAUCA,81,FORTUL,"81,300",Rural,VEREDA AGUAVIVA,"2,018",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.77722222222222,-71.7475,Accidente por MAP,"(6.77722222222222, -71.7475)",Fuerza pública
ARAUCA,81,TAME,"81,794",Rural,VEREDA FLORIDA ALTA,"2,018",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.615,-71.5727777777778,Accidente por MAP,"(6.615, -71.5727777777778)",Fuerza pública
ARAUCA,81,FORTUL,"81,300",Rural,VEREDA LA ESPERANZA,"2,018",3,Mayor de 18 años,no,Civil,Herido,Masculino,6.7944,-71.7715527777778,Accidente por MAP,"(6.7944, -71.7715527777778)","Pasando, estando cerca"
ARAUCA,81,FORTUL,"81,300",Rural,VEREDA LA ESPERANZA,"2,018",3,Mayor de 18 años,no,Civil,Herido,Masculino,6.7944,-71.7715527777778,Accidente por MAP,"(6.7944, -71.7715527777778)","Pasando, estando cerca"
ARAUCA,81,ARAUQUITA,"81,065",Rural,VEREDA EL OASIS,"2,018",3,Menor de 18 años,no,Civil,Herido,Masculino,7.02444444444444,-71.4293527777778,Accidente por MAP,"(7.02444444444444, -71.4293527777778)","Pasando, estando cerca"
NORTE DE SANTANDER,54,HACARÍ,"54,344",Rural,ZONA RESERVA,"2,018",2,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,8.41305555555556,-73.0005555555556,Accidente por MAP,"(8.41305555555556, -73.0005555555556)",Fuerza pública
NORTE DE SANTANDER,54,HACARÍ,"54,344",Rural,ZONA RESERVA,"2,018",2,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.41305555555556,-73.0005555555556,Accidente por MAP,"(8.41305555555556, -73.0005555555556)",Fuerza pública
GUAVIARE,95,EL RETORNO,"95,025",Rural,VEREDA LA LINDOSA,"2,018",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.25138888888889,-71.9730555555556,Accidente por MAP,"(2.25138888888889, -71.9730555555556)",Fuerza pública
NARIÑO,52,TUMACO,"52,835",Rural,Sin Información,"2,018",3,Mayor de 18 años,no,Civil,Herido,Masculino,1.79338584254,-78.7639364297,Accidente por MUSE,"(1.79338584254, -78.7639364297)",Manipulación
NARIÑO,52,TUMACO,"52,835",Rural,Sin Información,"2,018",3,Menor de 18 años,no,Civil,Herido,Femenino,1.79338584254,-78.7639364297,Accidente por MUSE,"(1.79338584254, -78.7639364297)",Manipulación
NARIÑO,52,TUMACO,"52,835",Rural,Sin Información,"2,018",3,Menor de 18 años,no,Civil,Herido,Masculino,1.79338584254,-78.7639364297,Accidente por MUSE,"(1.79338584254, -78.7639364297)",Manipulación
NARIÑO,52,TUMACO,"52,835",Rural,Sin Información,"2,018",3,Menor de 18 años,no,Civil,Herido,Masculino,1.79338584254,-78.7639364297,Accidente por MUSE,"(1.79338584254, -78.7639364297)",Manipulación
NARIÑO,52,TUMACO,"52,835",Rural,Sin Información,"2,018",3,Menor de 18 años,no,Civil,Herido,Masculino,1.79338584254,-78.7639364297,Accidente por MUSE,"(1.79338584254, -78.7639364297)",Manipulación
ANTIOQUIA,5,TARAZÁ,"5,790",Rural,VEREDA EL TABLON,"2,018",2,Mayor de 18 años,no,Civil,Herido,Masculino,7.58669078128,-75.3979947232,Accidente por MAP,"(7.58669078128, -75.3979947232)","Pasando, estando cerca"
SUCRE,70,COLOSÓ,"70,204",Rural,VEREDA BRAZO SECO,"2,018",3,Mayor de 18 años,no,Civil,Muerto,Femenino,9.49958784207,-75.3551408935,Accidente por MUSE,"(9.49958784207, -75.3551408935)",Manipulación
SUCRE,70,COLOSÓ,"70,204",Rural,VEREDA BRAZO SECO,"2,018",3,Mayor de 18 años,no,Civil,Herido,Masculino,9.49958784207,-75.3551408935,Accidente por MUSE,"(9.49958784207, -75.3551408935)",Manipulación
SUCRE,70,COLOSÓ,"70,204",Rural,VEREDA BRAZO SECO,"2,018",3,Mayor de 18 años,no,Civil,Herido,Masculino,9.49958784207,-75.3551408935,Accidente por MUSE,"(9.49958784207, -75.3551408935)",Manipulación
VALLE DEL CAUCA,76,BUENAVENTURA,"76,109",Rural,PAPAYO RIO YURUMANGUI,"2,018",1,Menor de 18 años,Afrodescendiente,Civil,Herido,Masculino,3.88569569715,-77.0741653877,Accidente por MUSE,"(3.88569569715, -77.0741653877)",Manipulación
VALLE DEL CAUCA,76,BUENAVENTURA,"76,109",Rural,PAPAYO RIO YURUMANGUI,"2,018",1,Menor de 18 años,Afrodescendiente,Civil,Muerto,Masculino,3.88569569715,-77.0741653877,Accidente por MUSE,"(3.88569569715, -77.0741653877)",Manipulación
VALLE DEL CAUCA,76,BUENAVENTURA,"76,109",Rural,PAPAYO RIO YURUMANGUI,"2,018",1,Menor de 18 años,Afrodescendiente,Civil,Herido,Masculino,3.88569569715,-77.0741653877,Accidente por MUSE,"(3.88569569715, -77.0741653877)",Manipulación
VALLE DEL CAUCA,76,BUENAVENTURA,"76,109",Rural,PAPAYO RIO YURUMANGUI,"2,018",1,Menor de 18 años,Afrodescendiente,Civil,Herido,Masculino,3.88569569715,-77.0741653877,Accidente por MUSE,"(3.88569569715, -77.0741653877)",Manipulación
NARIÑO,52,TUMACO,"52,835",Rural,Sin Información,"2,018",3,Mayor de 18 años,no,Civil,Herido,Femenino,1.79338584254,-78.7639364297,Accidente por MUSE,"(1.79338584254, -78.7639364297)",Manipulación
NARIÑO,52,TUMACO,"52,835",Rural,Sin Información,"2,018",3,Mayor de 18 años,Afrodescendiente,Civil,Muerto,Masculino,1.79338584254,-78.7639364297,Accidente por MUSE,"(1.79338584254, -78.7639364297)","Recogiendo comida, agua ó  madera"
NORTE DE SANTANDER,54,EL CARMEN,"54,245",Rural,VDA LAS ÁGUILAS,"2,018",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.65694444444445,-73.3516666666667,Accidente por MAP,"(8.65694444444445, -73.3516666666667)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,VEREDA BUENOS AIRES,"2,018",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.68083333333333,-73.1944444444444,Accidente por MAP,"(8.68083333333333, -73.1944444444444)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,VEREDA BUENOS AIRES,"2,018",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.68333333333333,-73.1880555555556,Accidente por MAP,"(8.68333333333333, -73.1880555555556)",Fuerza pública
CHOCO,27,JURADÓ,"27,372",Rural,SECTOR CHANGUERA,"2,018",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.80022222222222,-77.5748888888889,Accidente por MAP,"(6.80022222222222, -77.5748888888889)",Fuerza pública
CESAR,20,CHIMICHAGUA,"20,175",Rural,CORAZONES,"2,018",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.98194444444444,-73.4541666666667,Accidente por MAP,"(8.98194444444444, -73.4541666666667)",Sin Información
CESAR,20,CHIMICHAGUA,"20,175",Rural,CORAZONES,"2,018",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.98194444444444,-73.4541666666667,Accidente por MAP,"(8.98194444444444, -73.4541666666667)",Fuerza pública
ANTIOQUIA,5,ITUANGO,"5,361",Rural,Sin Información,"2,008",6,Mayor de 18 años,no,Civil,Muerto,Masculino,7.171637,-75.764403,Accidente por MAP,"(7.171637, -75.764403)",Sin Información
ANTIOQUIA,5,SAN CARLOS,"5,649",Rural,Vereda Samana,"2,005",5,Mayor de 18 años,no,Civil,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)",Sin Información
ANTIOQUIA,5,SAN CARLOS,"5,649",Rural,Vereda Samana,"2,005",5,Mayor de 18 años,no,Civil,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)",Sin Información
ANTIOQUIA,5,SONSÓN,"5,756",Rural,La Danta,"2,005",12,Mayor de 18 años,no,Civil,Herido,Masculino,5.709167,-75.310278,Accidente por MAP,"(5.709167, -75.310278)",Sin Información
NORTE DE SANTANDER,54,CONVENCIÓN,"54,206",Rural,VEREDA PAILITAS,"2,018",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.66527777777778,-73.3161111111111,Accidente por MAP,"(8.66527777777778, -73.3161111111111)",Fuerza pública
NARIÑO,52,TUMACO,"52,835",Rural,VEREDA EL DORADO,"2,018",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.32833333333333,-78.6783333333333,Accidente por MAP,"(1.32833333333333, -78.6783333333333)",Fuerza pública
NARIÑO,52,TUMACO,"52,835",Rural,VEREDA LA ADUANA,"2,018",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.31138888888889,-78.5569444444444,Accidente por MAP,"(1.31138888888889, -78.5569444444444)",Fuerza pública
NARIÑO,52,TUMACO,"52,835",Rural,NÚCLEO BRAVO 1,"2,018",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.28333333333333,-78.6,Accidente por MAP,"(1.28333333333333, -78.6)",Fuerza pública
NARIÑO,52,TUMACO,"52,835",Rural,NÚCLEO BRAVO 1,"2,018",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.28333333333333,-78.6,Accidente por MAP,"(1.28333333333333, -78.6)",Fuerza pública
NARIÑO,52,TUMACO,"52,835",Rural,NÚCLEO BRAVO 1,"2,018",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.28333333333333,-78.6,Accidente por MAP,"(1.28333333333333, -78.6)",Fuerza pública
CHOCO,27,RIOSUCIO,"27,615",Rural,VEREDA RIOBALSA COMUNIDAD DE VARSOVIA,"2,018",4,Mayor de 18 años,no,Civil,Herido,Masculino,7.43390904426,-77.1211599008,Accidente por MAP,"(7.43390904426, -77.1211599008)","Pasando, estando cerca"
NARIÑO,52,TUMACO,"52,835",Rural,VEREDA COMUNIDAD RIO MIRA,"2,018",4,Mayor de 18 años,no,Civil,Muerto,Masculino,1.79338584254,-78.7639364297,Accidente por MAP,"(1.79338584254, -78.7639364297)","Pasando, estando cerca"
NARIÑO,52,TUMACO,"52,835",Rural,VEREDA COMUNIDAD RIO MIRA,"2,018",4,Mayor de 18 años,no,Civil,Muerto,Masculino,1.79338584254,-78.7639364297,Accidente por MAP,"(1.79338584254, -78.7639364297)","Pasando, estando cerca"
NORTE DE SANTANDER,54,SAN CALIXTO,"54,670",Rural,VEREDA LA BANQUETA,"2,018",5,Mayor de 18 años,no,Civil,Herido,Masculino,8.40407771429,-73.208167626,Accidente por MAP,"(8.40407771429, -73.208167626)","Recogiendo comida, agua ó  madera"
NORTE DE SANTANDER,54,HACARÍ,"54,344",Rural,CORREGIMIENTO DE SAN PABLO,"2,018",5,Mayor de 18 años,no,Civil,Herido,Masculino,8.43916550851,-73.2896324181,Accidente por MAP,"(8.43916550851, -73.2896324181)","Pasando, estando cerca"
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,VEREDA LOS LLANITOS,"2,018",5,Mayor de 18 años,no,Civil,Herido,Masculino,8.43916550851,-73.2896324181,Accidente por MUSE,"(8.43916550851, -73.2896324181)","Pasando, estando cerca"
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,VEREDA LOS LLANITOS,"2,018",5,Menor de 18 años,no,Civil,Muerto,Masculino,8.43916550851,-73.2896324181,Accidente por MUSE,"(8.43916550851, -73.2896324181)",Manipulación
NORTE DE SANTANDER,54,HACARÍ,"54,344",Rural,VEREDA SAN MIGUEL,"2,018",6,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.40611111111111,-73.0941666666667,Accidente por MAP,"(8.40611111111111, -73.0941666666667)",Fuerza pública
NORTE DE SANTANDER,54,HACARÍ,"54,344",Rural,VEREDA MARACAIBO,"2,018",6,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.39861111111111,-73.1266666666667,Accidente por MAP,"(8.39861111111111, -73.1266666666667)",Fuerza pública
NORTE DE SANTANDER,54,HACARÍ,"54,344",Rural,VEREDA MARACAIBO,"2,018",6,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.39861111111111,-73.1266666666667,Accidente por MAP,"(8.39861111111111, -73.1266666666667)",Fuerza pública
NARIÑO,52,TUMACO,"52,835",Rural,VEREDA LLORENTE,"2,018",5,Mayor de 18 años,no,Civil,Herido,Masculino,1.79338584254,-78.7639364297,Accidente por MAP,"(1.79338584254, -78.7639364297)",Erradicador manual - PCI
NARIÑO,52,TUMACO,"52,835",Rural,VEREDA LLORENTE,"2,018",5,Mayor de 18 años,no,Civil,Herido,Masculino,1.79338584254,-78.7639364297,Accidente por MAP,"(1.79338584254, -78.7639364297)",Erradicador manual - PCI
NORTE DE SANTANDER,54,SAN CALIXTO,"54,670",Rural,VEREDA SAN JERÓNIMO,"2,018",5,Mayor de 18 años,no,Civil,Herido,Masculino,8.40407771429,-73.208167626,Accidente por MAP,"(8.40407771429, -73.208167626)","Recogiendo comida, agua ó  madera"
NORTE DE SANTANDER,54,SAN CALIXTO,"54,670",Rural,VEREDA LA LAGUNA,"2,018",5,Mayor de 18 años,no,Civil,Herido,Masculino,8.40407771429,-73.208167626,Accidente por MAP,"(8.40407771429, -73.208167626)","Pasando, estando cerca"
NORTE DE SANTANDER,54,HACARÍ,"54,344",Rural,VEREDA EL CASTRILLON,"2,018",6,Mayor de 18 años,no,Civil,Muerto,Masculino,8.32314659701,-73.1488227153,Accidente por MAP,"(8.32314659701, -73.1488227153)","Pasando, estando cerca"
GUAVIARE,95,CALAMAR,"95,015",Rural,VEREDA ARGELIA,"2,018",6,Mayor de 18 años,no,Civil,Muerto,Masculino,1.95800058769,-72.6459605062,Accidente por MAP,"(1.95800058769, -72.6459605062)","Pasando, estando cerca"
GUAVIARE,95,CALAMAR,"95,015",Rural,VEREDA ARGELIA,"2,018",6,Mayor de 18 años,no,Civil,Muerto,Masculino,1.95800058769,-72.6459605062,Accidente por MAP,"(1.95800058769, -72.6459605062)","Recogiendo comida, agua ó  madera"
ANTIOQUIA,5,TARAZÁ,"5,790",Rural,CORREGIMIENTO LA CAUCANA,"2,018",6,Mayor de 18 años,no,Civil,Herido,Masculino,7.58669078128,-75.3979947232,Accidente por MAP,"(7.58669078128, -75.3979947232)","Recogiendo comida, agua ó  madera"
NARIÑO,52,TUMACO,"52,835",Rural,CORREGIMIENTO LLORENTE,"2,018",6,Mayor de 18 años,no,Civil,Herido,Masculino,1.79338584254,-78.7639364297,Accidente por MAP,"(1.79338584254, -78.7639364297)","Pasando, estando cerca"
NORTE DE SANTANDER,54,HACARÍ,"54,344",Rural,VEREDA SAN MIGUEL,"2,018",6,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.40611111111111,-73.0941666666667,Accidente por MAP,"(8.40611111111111, -73.0941666666667)",Fuerza pública
NORTE DE SANTANDER,54,HACARÍ,"54,344",Rural,VEREDA MARACAIBO,"2,018",6,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.39861111111111,-73.1266666666667,Accidente por MAP,"(8.39861111111111, -73.1266666666667)",Fuerza pública
CHOCO,27,BAGADÓ,"27,073",Rural,Sin Información,"2,018",6,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,5.39194444444444,-76.4022222222222,Accidente por MAP,"(5.39194444444444, -76.4022222222222)",Fuerza pública
GUAVIARE,95,EL RETORNO,"95,025",Rural,VEREDA NUEVA YORK,"2,018",7,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.13805555555556,-72.1330555555556,Accidente por MAP,"(2.13805555555556, -72.1330555555556)",Fuerza pública
NARIÑO,52,TUMACO,"52,835",Rural,VEREDA PLAYÓN,"2,018",7,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.32194444444444,-78.5702777777778,Accidente por MAP,"(1.32194444444444, -78.5702777777778)",Fuerza pública
