departamento,codigodanedepartamento,municipio,codigodanemunicipio,tipoarea,sitio,ano,mes,rangoedad,grupoetnico,condicion,estado,genero,latitudcabecera,longitudcabecera,tipoevento,Ubicación,Actividad
TOLIMA,73,ROVIRA,"73,624",Rural,Riomanso,"2,004",8,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,4.1875,-75.401389,Accidente por MAP,"(4.1875, -75.401389)",Fuerza pública
CORDOBA,23,TIERRALTA,"23,807",Rural,Vereda Yupe Grande,"2,006",5,Mayor de 18 años,no,Civil,Herido,Masculino,8.181547,-76.052223,Accidente por MAP,"(8.181547, -76.052223)",Sin Información
GUAVIARE,95,SAN JOSÉ DEL GUAVIARE,"95,001",Rural,Vereda Caño Mosco,"2,003",4,Mayor de 18 años,no,Civil,Herido,Masculino,2.564079,-72.640033,Accidente por MAP,"(2.564079, -72.640033)","Pasando, estando cerca"
GUAVIARE,95,SAN JOSÉ DEL GUAVIARE,"95,001",Rural,Vereda Caño Mosco,"2,003",4,Mayor de 18 años,no,Civil,Muerto,Masculino,2.564079,-72.640033,Accidente por MAP,"(2.564079, -72.640033)","Pasando, estando cerca"
ANTIOQUIA,5,SAN FRANCISCO,"5,652",Rural,Vía Que Conduce A Los Guacales,"2,001",1,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,5.965414,-75.10198,Accidente por MAP,"(5.965414, -75.10198)",Fuerza pública
CASANARE,85,TAURAMENA,"85,410",Rural,Vereda Visinaca,"2,000",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,5.017559,-72.747059,Accidente por MAP,"(5.017559, -72.747059)",Fuerza pública
CASANARE,85,TAURAMENA,"85,410",Rural,Vereda Visinaca,"2,000",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,5.017559,-72.747059,Accidente por MAP,"(5.017559, -72.747059)",Fuerza pública
ANTIOQUIA,5,ITUANGO,"5,361",Rural,Sitio Maniceros,"2,008",2,Mayor de 18 años,no,Civil,Herido,Masculino,7.171637,-75.764403,Accidente por MAP,"(7.171637, -75.764403)",Sin Información
ANTIOQUIA,5,ITUANGO,"5,361",Rural,Sitio Maniceros,"2,008",2,Mayor de 18 años,no,Civil,Herido,Masculino,7.171637,-75.764403,Accidente por MAP,"(7.171637, -75.764403)",Sin Información
BOLIVAR,13,SANTA ROSA DEL SUR,"13,688",Rural,La Ye De Río Amarillo,"2,000",3,Mayor de 18 años,no,Civil,Herido,Masculino,7.965,-74.055,Accidente por MAP,"(7.965, -74.055)",Agricultura
ANTIOQUIA,5,DABEIBA,"5,234",Rural,Vereda Altobonito,"2,002",8,Menor de 18 años,no,Civil,Muerto,Masculino,7.002761,-76.263894,Accidente por MAP,"(7.002761, -76.263894)",Sin Información
ARAUCA,81,TAME,"81,794",Rural,Vereda Siberia Dos,"2,007",11,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.474444,-71.356389,Accidente por MAP,"(6.474444, -71.356389)",Fuerza pública
ARAUCA,81,TAME,"81,794",Rural,Vereda Siberia Dos,"2,007",11,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.474444,-71.356389,Accidente por MAP,"(6.474444, -71.356389)",Fuerza pública
ARAUCA,81,TAME,"81,794",Rural,Vereda Siberia Dos,"2,007",11,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,6.474444,-71.356389,Accidente por MAP,"(6.474444, -71.356389)",Fuerza pública
ARAUCA,81,TAME,"81,794",Rural,Vereda Siberia Dos,"2,007",11,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.474444,-71.356389,Accidente por MAP,"(6.474444, -71.356389)",Fuerza pública
ARAUCA,81,TAME,"81,794",Rural,Vereda Siberia Dos,"2,007",11,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.474444,-71.356389,Accidente por MAP,"(6.474444, -71.356389)",Fuerza pública
ARAUCA,81,TAME,"81,794",Rural,Vereda Siberia Dos,"2,007",11,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.474444,-71.356389,Accidente por MAP,"(6.474444, -71.356389)",Fuerza pública
META,50,LA MACARENA,"50,350",Rural,Filo Quinche,"2,005",7,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.672778,-73.796389,Accidente por MAP,"(1.672778, -73.796389)",Fuerza pública
ANTIOQUIA,5,ALEJANDRÍA,"5,021",Rural,Sin Información,"2,004",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.37629,-75.14112,Accidente por MAP,"(6.37629, -75.14112)",Fuerza pública
ANTIOQUIA,5,ALEJANDRÍA,"5,021",Rural,Sin Información,"2,004",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.37629,-75.14112,Accidente por MAP,"(6.37629, -75.14112)",Fuerza pública
ANTIOQUIA,5,ALEJANDRÍA,"5,021",Rural,Sin Información,"2,004",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.37629,-75.14112,Accidente por MAP,"(6.37629, -75.14112)",Fuerza pública
ANTIOQUIA,5,ITUANGO,"5,361",Rural,Paraje Rural Del Municipio De Ituango,"2,004",8,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.171637,-75.764403,Accidente por MAP,"(7.171637, -75.764403)",Fuerza pública
ANTIOQUIA,5,ITUANGO,"5,361",Rural,Paraje Rural Del Municipio De Ituango,"2,004",8,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.171637,-75.764403,Accidente por MAP,"(7.171637, -75.764403)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,En El Sector Piedras De Moler,"2,005",10,Mayor de 18 años,no,Civil,Herido,Masculino,8.437183,-73.287706,Accidente por MAP,"(8.437183, -73.287706)","Pasando, estando cerca"
ANTIOQUIA,5,CAREPA,"5,147",Rural,"Corregimiento Alto Carepa, Vereda La Nevera","2,004",9,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.862,-76.465,Accidente por MAP,"(7.862, -76.465)",Fuerza pública
META,50,SAN JUAN DE ARAMA,"50,683",Rural,Vereda Miraflorez,"2,005",7,Mayor de 18 años,no,Civil,Muerto,Masculino,3.380464,-73.878772,Accidente por MAP,"(3.380464, -73.878772)","Pasando, estando cerca"
ANTIOQUIA,5,CAMPAMENTO,"5,134",Rural,Sector Alto De La Mina,"2,006",7,Mayor de 18 años,no,Civil,Herido,Femenino,6.979151,-75.296386,Accidente por MAP,"(6.979151, -75.296386)","Pasando, estando cerca"
ANTIOQUIA,5,ANORÍ,"5,040",Rural,Vereda Tenche,"2,004",3,Mayor de 18 años,no,Civil,Herido,Masculino,7.073333,-75.147222,Accidente por MAP,"(7.073333, -75.147222)",Sin Información
CASANARE,85,TAURAMENA,"85,410",Rural,Sin Información,"2,002",1,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,5.017559,-72.747059,Accidente por MAP,"(5.017559, -72.747059)",Fuerza pública
CASANARE,85,TAURAMENA,"85,410",Rural,Sin Información,"2,002",1,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,5.017559,-72.747059,Accidente por MAP,"(5.017559, -72.747059)",Fuerza pública
CASANARE,85,TAURAMENA,"85,410",Rural,Sin Información,"2,002",1,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,5.017559,-72.747059,Accidente por MAP,"(5.017559, -72.747059)",Fuerza pública
CASANARE,85,TAURAMENA,"85,410",Rural,Sin Información,"2,002",1,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,5.017559,-72.747059,Accidente por MAP,"(5.017559, -72.747059)",Fuerza pública
CASANARE,85,TAURAMENA,"85,410",Rural,Sin Información,"2,002",1,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,5.017559,-72.747059,Accidente por MAP,"(5.017559, -72.747059)",Fuerza pública
CASANARE,85,TAURAMENA,"85,410",Rural,Sin Información,"2,002",1,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,5.017559,-72.747059,Accidente por MAP,"(5.017559, -72.747059)",Fuerza pública
CASANARE,85,TAURAMENA,"85,410",Rural,Sin Información,"2,002",1,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,5.017559,-72.747059,Accidente por MAP,"(5.017559, -72.747059)",Fuerza pública
NARIÑO,52,SAMANIEGO,"52,678",Rural,Sin Información,"2,008",2,Mayor de 18 años,no,Civil,Herido,Masculino,1.337083,-77.59313,Accidente por MAP,"(1.337083, -77.59313)",Sin Información
NARIÑO,52,SAMANIEGO,"52,678",Rural,Sin Información,"2,008",2,Mayor de 18 años,no,Civil,Herido,Masculino,1.337083,-77.59313,Accidente por MAP,"(1.337083, -77.59313)",Sin Información
META,50,URIBE,"50,370",Rural,Area General Planes,"2,008",3,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,3.256111,-74.429444,Accidente por MAP,"(3.256111, -74.429444)",Fuerza pública
META,50,URIBE,"50,370",Rural,Area General Rio Leiva,"2,007",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.240915,-74.354381,Accidente por MAP,"(3.240915, -74.354381)",Fuerza pública
META,50,URIBE,"50,370",Rural,Sector Caño Chiguiro,"2,007",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.789722,-74.4575,Accidente por MAP,"(2.789722, -74.4575)",Fuerza pública
ANTIOQUIA,5,CONCEPCIÓN,"5,206",Rural,Sin Información,"2,001",6,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.463889,-75.229167,Accidente por MAP,"(6.463889, -75.229167)",Fuerza pública
NORTE DE SANTANDER,54,CONVENCIÓN,"54,206",Rural,Sin Información,"2,007",5,Menor de 18 años,no,Civil,Herido,Masculino,8.475334,-73.336059,Accidente por MAP,"(8.475334, -73.336059)","Pasando, estando cerca"
VALLE DEL CAUCA,76,FLORIDA,"76,275",Rural,Las Brisas,"2,007",1,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.254722,-76.150556,Accidente por MAP,"(3.254722, -76.150556)",Fuerza pública
VALLE DEL CAUCA,76,FLORIDA,"76,275",Rural,Las Brisas,"2,007",1,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.254722,-76.150556,Accidente por MAP,"(3.254722, -76.150556)",Fuerza pública
VALLE DEL CAUCA,76,LA CUMBRE,"76,377",Rural,Sin Información,"2,004",8,Mayor de 18 años,no,Civil,Herido,Masculino,3.650028,-76.568438,Accidente por MAP,"(3.650028, -76.568438)",Sin Información
ANTIOQUIA,5,DABEIBA,"5,234",Rural,Cruces De Tuguridó,"2,003",7,Mayor de 18 años,no,Civil,Herido,Masculino,7.002761,-76.263894,Accidente por MAP,"(7.002761, -76.263894)",Sin Información
CORDOBA,23,PUERTO LIBERTADOR,"23,580",Rural,Vereda La Danta,"2,005",6,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.701667,-75.676667,Accidente por MAP,"(7.701667, -75.676667)",Fuerza pública
CORDOBA,23,PUERTO LIBERTADOR,"23,580",Rural,Vereda La Danta,"2,005",6,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.701667,-75.676667,Accidente por MAP,"(7.701667, -75.676667)",Fuerza pública
CAUCA,19,PATÍA,"19,532",Rural,Sitio Santa Fe,"2,003",7,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.291111,-77.093889,Accidente por MAP,"(2.291111, -77.093889)",Fuerza pública
CAUCA,19,PATÍA,"19,532",Rural,Sitio Santa Fe,"2,003",7,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.291111,-77.093889,Accidente por MAP,"(2.291111, -77.093889)",Fuerza pública
BOLIVAR,13,MORALES,"13,473",Rural,Corg. Norosi,"1,993",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.270279,-73.865805,Accidente por MAP,"(8.270279, -73.865805)",Fuerza pública
BOLIVAR,13,MORALES,"13,473",Rural,Corg. Norosi,"1,993",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.270279,-73.865805,Accidente por MAP,"(8.270279, -73.865805)",Fuerza pública
BOLIVAR,13,MORALES,"13,473",Rural,Corg. Norosi,"1,993",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.270279,-73.865805,Accidente por MAP,"(8.270279, -73.865805)",Fuerza pública
ANTIOQUIA,5,SAN CARLOS,"5,649",Rural,Vereda La Chorrera,"2,005",1,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.225556,-75.058333,Accidente por MAP,"(6.225556, -75.058333)",Fuerza pública
NORTE DE SANTANDER,54,SANTIAGO,"54,680",Rural,"Sector Las Lajas, Vereda La María","2,006",8,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.903,-72.685,Accidente por MAP,"(7.903, -72.685)",Fuerza pública
ANTIOQUIA,5,DABEIBA,"5,234",Rural,Tres Morros,"2,004",7,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.083,-76.115,Accidente por MAP,"(7.083, -76.115)",Fuerza pública
SANTANDER,68,MATANZA,"68,444",Rural,Vereda San Carlos,"2,004",2,Menor de 18 años,no,Civil,Herido,Masculino,7.317122,-73.016985,Accidente por MAP,"(7.317122, -73.016985)",Sin Información
NARIÑO,52,POLICARPA,"52,540",Rural,Sin Información,"2,006",3,Mayor de 18 años,no,Civil,Herido,Masculino,1.628192,-77.459098,Accidente por MAP,"(1.628192, -77.459098)",Sin Información
ANTIOQUIA,5,YOLOMBÓ,"5,890",Rural,Vereda San Rafael,"2,002",1,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.730556,-75.0625,Accidente por MAP,"(6.730556, -75.0625)",Fuerza pública
TOLIMA,73,PLANADAS,"73,555",Rural,Sector La Hacienda,"2,007",11,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,2.955556,-75.8225,Accidente por MAP,"(2.955556, -75.8225)",Fuerza pública
ARAUCA,81,FORTUL,"81,300",Rural,Vereda Caño Flores,"2,005",11,Mayor de 18 años,no,Civil,Herido,Masculino,6.792924,-71.770658,Accidente por MAP,"(6.792924, -71.770658)",Cuidado de animales
ANTIOQUIA,5,MEDELLÍN,"5,001",Rural,Corregimiento San Cristobal,"2,004",5,Menor de 18 años,no,Civil,Herido,Masculino,6.229209,-75.564887,Accidente por MAP,"(6.229209, -75.564887)",Sin Información
ANTIOQUIA,5,ANORÍ,"5,040",Rural,Vereda La Cabaña,"2,007",6,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.098056,-75.183333,Accidente por MAP,"(7.098056, -75.183333)",Fuerza pública
GUAVIARE,95,MIRAFLORES,"95,200",Rural,Maginales,"2,005",9,Mayor de 18 años,no,Civil,Herido,Masculino,1.336939,-71.951518,Accidente por MAP,"(1.336939, -71.951518)","Recogiendo comida, agua ó  madera"
TOLIMA,73,PLANADAS,"73,555",Rural,La Hacienda,"2,007",1,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.023889,-75.798056,Accidente por MAP,"(3.023889, -75.798056)",Fuerza pública
NORTE DE SANTANDER,54,TIBÚ,"54,810",Rural,Vereda San Martin,"2,003",11,Mayor de 18 años,no,Civil,Herido,Masculino,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)",Sin Información
HUILA,41,ALGECIRAS,"41,020",Rural,Vereda Quebradon,"2,007",7,Menor de 18 años,no,Civil,Herido,Masculino,2.522444,-75.313361,Accidente por MAP,"(2.522444, -75.313361)",Sin Información
TOLIMA,73,RIOBLANCO,"73,616",Rural,Sitio Buenos Aires,"2,007",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.450833,-75.786667,Accidente por MAP,"(3.450833, -75.786667)",Fuerza pública
CUNDINAMARCA,25,SESQUILÉ,"25,736",Rural,Sin Información,"2,003",5,Mayor de 18 años,no,Civil,Herido,Masculino,5.045508,-73.796839,Accidente por MAP,"(5.045508, -73.796839)",Agricultura
ANTIOQUIA,5,SONSÓN,"5,756",Rural,Vereda La Linda,"2,003",8,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,5.709167,-75.310278,Accidente por MAP,"(5.709167, -75.310278)",Fuerza pública
ANTIOQUIA,5,SAN FRANCISCO,"5,652",Rural,Vereda La Eresma,"2,004",10,Mayor de 18 años,no,Civil,Herido,Masculino,5.965414,-75.10198,Accidente por MAP,"(5.965414, -75.10198)","Pasando, estando cerca"
BOLIVAR,13,SAN PABLO,"13,670",Rural,Finca El Paraíso,"2,006",1,Mayor de 18 años,no,Civil,Herido,Masculino,7.483919,-73.933361,Accidente por MAP,"(7.483919, -73.933361)","Pasando, estando cerca"
CAUCA,19,ARGELIA,"19,050",Rural,Sitio El Plateado,"1,996",6,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.255802,-77.248947,Accidente por MAP,"(2.255802, -77.248947)",Fuerza pública
VALLE DEL CAUCA,76,BUENAVENTURA,"76,109",Rural,Sector Gramales,"2,006",5,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,3.882868,-77.010839,Accidente por MAP,"(3.882868, -77.010839)",Fuerza pública
VALLE DEL CAUCA,76,BUENAVENTURA,"76,109",Rural,Sector Gramales,"2,006",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.882868,-77.010839,Accidente por MAP,"(3.882868, -77.010839)",Fuerza pública
VALLE DEL CAUCA,76,BUENAVENTURA,"76,109",Rural,Sector Gramales,"2,006",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.882868,-77.010839,Accidente por MAP,"(3.882868, -77.010839)",Fuerza pública
VALLE DEL CAUCA,76,BUENAVENTURA,"76,109",Rural,Sector Gramales,"2,006",5,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,3.882868,-77.010839,Accidente por MAP,"(3.882868, -77.010839)",Fuerza pública
VALLE DEL CAUCA,76,BUENAVENTURA,"76,109",Rural,Sector Gramales,"2,006",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.882868,-77.010839,Accidente por MAP,"(3.882868, -77.010839)",Fuerza pública
VALLE DEL CAUCA,76,BUENAVENTURA,"76,109",Rural,Sector Gramales,"2,006",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.882868,-77.010839,Accidente por MAP,"(3.882868, -77.010839)",Fuerza pública
VALLE DEL CAUCA,76,BUENAVENTURA,"76,109",Rural,Sector Gramales,"2,006",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.882868,-77.010839,Accidente por MAP,"(3.882868, -77.010839)",Fuerza pública
VALLE DEL CAUCA,76,BUENAVENTURA,"76,109",Rural,Sector Gramales,"2,006",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.882868,-77.010839,Accidente por MAP,"(3.882868, -77.010839)",Fuerza pública
CAQUETA,18,MONTAÑITA,"18,410",Rural,San Isidro,"2,007",6,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,1.211667,-75.116944,Accidente por MAP,"(1.211667, -75.116944)",Fuerza pública
ANTIOQUIA,5,COCORNÁ,"5,197",Rural,Sin Información,"2,003",6,Mayor de 18 años,no,Civil,Muerto,Masculino,6.058001,-75.185085,Accidente por MAP,"(6.058001, -75.185085)",Sin Información
ANTIOQUIA,5,GRANADA,"5,313",Rural,Sin Información,"2,004",1,Mayor de 18 años,no,Civil,Muerto,Femenino,6.143703,-75.185183,Accidente por MAP,"(6.143703, -75.185183)",Sin Información
ANTIOQUIA,5,APARTADÓ,"5,045",Rural,Vereda San José,"2,001",1,Menor de 18 años,no,Civil,Herido,Masculino,7.882098,-76.625111,Accidente por MAP,"(7.882098, -76.625111)",Sin Información
BOLIVAR,13,EL CARMEN DE BOLÍVAR,"13,244",Rural,Sin Información,"2,003",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,9.715,-75.293,Accidente por MAP,"(9.715, -75.293)",Fuerza pública
BOLIVAR,13,EL CARMEN DE BOLÍVAR,"13,244",Rural,Sin Información,"2,003",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,9.715,-75.293,Accidente por MAP,"(9.715, -75.293)",Fuerza pública
ANTIOQUIA,5,ARGELIA,"5,055",Rural,Vereda San Juan,"2,004",6,Mayor de 18 años,no,Civil,Herido,Masculino,5.731577,-75.1416,Accidente por MAP,"(5.731577, -75.1416)","Pasando, estando cerca"
ANTIOQUIA,5,ANORÍ,"5,040",Rural,Vereda Solano,"2,005",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.073333,-75.147222,Accidente por MAP,"(7.073333, -75.147222)",Fuerza pública
ANTIOQUIA,5,ANORÍ,"5,040",Rural,Vereda Solano,"2,005",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.073333,-75.147222,Accidente por MAP,"(7.073333, -75.147222)",Fuerza pública
ANTIOQUIA,5,ANORÍ,"5,040",Rural,Vereda Solano,"2,005",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.073333,-75.147222,Accidente por MAP,"(7.073333, -75.147222)",Fuerza pública
ANTIOQUIA,5,ANORÍ,"5,040",Rural,Vereda Solano,"2,005",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.073333,-75.147222,Accidente por MAP,"(7.073333, -75.147222)",Fuerza pública
ARAUCA,81,TAME,"81,794",Rural,Sector Lejanías,"2,006",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)",Fuerza pública
ARAUCA,81,TAME,"81,794",Rural,Sector Lejanías,"2,006",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)",Fuerza pública
META,50,PUERTO RICO,"50,590",Rural,Vereda Santa Lucía,"2,007",7,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,2.93578417439,-73.2109547312,Accidente por MAP,"(2.93578417439, -73.2109547312)",Fuerza pública
META,50,PUERTO RICO,"50,590",Rural,Vereda Santa Lucía,"2,007",7,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.93578417439,-73.2109547312,Accidente por MAP,"(2.93578417439, -73.2109547312)",Fuerza pública
ANTIOQUIA,5,SEGOVIA,"5,736",Rural,Sin Información,"2,004",2,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.080232,-74.698921,Accidente por MAP,"(7.080232, -74.698921)",Fuerza pública
CUNDINAMARCA,25,LA PALMA,"25,394",Rural,Sin Información,"2,002",12,Mayor de 18 años,no,Civil,Herido,Femenino,5.367,-74.35,Accidente por MAP,"(5.367, -74.35)",Área Despejada
CAUCA,19,INZÁ,"19,355",Rural,Parque Arqueológico De Tierradentro,"2,006",1,Mayor de 18 años,no,Civil,Herido,Sin Información,2.550284,-76.063664,Accidente por MAP,"(2.550284, -76.063664)","Pasando, estando cerca"
CAUCA,19,INZÁ,"19,355",Rural,Parque Arqueológico De Tierradentro,"2,006",1,Mayor de 18 años,no,Civil,Herido,Sin Información,2.550284,-76.063664,Accidente por MAP,"(2.550284, -76.063664)","Pasando, estando cerca"
HUILA,41,ACEVEDO,"41,006",Rural,"Vereda El Rosario,Vereda La Motosa","2,003",6,Mayor de 18 años,no,Civil,Herido,Masculino,1.805222,-75.889013,Accidente por MAP,"(1.805222, -75.889013)",Agricultura
HUILA,41,COLOMBIA,"41,206",Rural,Vereda Madroño,"2,008",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.418333,-74.674167,Accidente por MAP,"(3.418333, -74.674167)",Fuerza pública
ARAUCA,81,TAME,"81,794",Rural,Vereda Las Nubes,"2,007",9,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.489444,-71.253611,Accidente por MAP,"(6.489444, -71.253611)",Fuerza pública
ARAUCA,81,TAME,"81,794",Rural,Vereda Las Nubes,"2,007",9,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.489444,-71.253611,Accidente por MAP,"(6.489444, -71.253611)",Fuerza pública
ANTIOQUIA,5,ANORÍ,"5,040",Rural,Vereda Tubacal,"2,007",4,Mayor de 18 años,no,Civil,Herido,Masculino,7.073333,-75.147222,Accidente por MAP,"(7.073333, -75.147222)",Sin Información
ANTIOQUIA,5,VALDIVIA,"5,854",Rural,Alto El Guamo,"2,006",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.165222,-75.438081,Accidente por MAP,"(7.165222, -75.438081)",Fuerza pública
META,50,GUAMAL,"50,318",Rural,Vereda San Pedro,"2,002",3,Mayor de 18 años,no,Civil,Herido,Masculino,3.880301,-73.770074,Accidente por MAP,"(3.880301, -73.770074)",Agricultura
CASANARE,85,YOPAL,"85,001",Rural,Sitio Cerro Barranquillitas,"2,006",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,5.353927,-72.42004,Accidente por MAP,"(5.353927, -72.42004)",Fuerza pública
CUNDINAMARCA,25,UNE,"25,845",Rural,Vereda Los Llanitos,"2,003",3,Menor de 18 años,no,Civil,Muerto,Masculino,4.403237,-74.023477,Accidente por MUSE,"(4.403237, -74.023477)",Jugando
CUNDINAMARCA,25,UNE,"25,845",Rural,Vereda Los Llanitos,"2,003",3,Menor de 18 años,no,Civil,Muerto,Masculino,4.403237,-74.023477,Accidente por MUSE,"(4.403237, -74.023477)",Jugando
QUINDIO,63,PIJAO,"63,548",Rural,Sin Información,"2,001",10,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,4.285,-75.738,Accidente por MAP,"(4.285, -75.738)",Fuerza pública
QUINDIO,63,PIJAO,"63,548",Rural,Sin Información,"2,001",10,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,4.285,-75.738,Accidente por MAP,"(4.285, -75.738)",Fuerza pública
QUINDIO,63,PIJAO,"63,548",Rural,Sin Información,"2,001",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,4.285,-75.738,Accidente por MAP,"(4.285, -75.738)",Fuerza pública
QUINDIO,63,PIJAO,"63,548",Rural,Sin Información,"2,001",10,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,4.285,-75.738,Accidente por MAP,"(4.285, -75.738)",Fuerza pública
QUINDIO,63,PIJAO,"63,548",Rural,Sin Información,"2,001",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,4.285,-75.738,Accidente por MAP,"(4.285, -75.738)",Fuerza pública
QUINDIO,63,PIJAO,"63,548",Rural,Sin Información,"2,001",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,4.285,-75.738,Accidente por MAP,"(4.285, -75.738)",Fuerza pública
QUINDIO,63,PIJAO,"63,548",Rural,Sin Información,"2,001",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,4.285,-75.738,Accidente por MAP,"(4.285, -75.738)",Fuerza pública
CESAR,20,VALLEDUPAR,"20,001",Rural,Carretera Entre La Mina Y Patillal,"2,005",8,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,10.447261,-73.246566,Accidente por MAP,"(10.447261, -73.246566)",Actividades fuerza pública
CESAR,20,VALLEDUPAR,"20,001",Rural,Carretera Entre La Mina Y Patillal,"2,005",8,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,10.447261,-73.246566,Accidente por MAP,"(10.447261, -73.246566)",Actividades fuerza pública
CESAR,20,VALLEDUPAR,"20,001",Rural,Carretera Entre La Mina Y Patillal,"2,005",8,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,10.447261,-73.246566,Accidente por MAP,"(10.447261, -73.246566)",Actividades fuerza pública
CESAR,20,VALLEDUPAR,"20,001",Rural,Carretera Entre La Mina Y Patillal,"2,005",8,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,10.447261,-73.246566,Accidente por MAP,"(10.447261, -73.246566)",Actividades fuerza pública
CESAR,20,VALLEDUPAR,"20,001",Rural,Carretera Entre La Mina Y Patillal,"2,005",8,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,10.447261,-73.246566,Accidente por MAP,"(10.447261, -73.246566)",Actividades fuerza pública
